44256,0,0,0
46883,0,0,0
32387,0,0,0
25504,0,0,0
35979,0,1,0
29822,0,0,0
36731,0,0,0
8756,0,0,0
112583,1,0,0
18143,0,1,0
41469,0,0,0
55653,1,0,0
50886,0,0,0
32870,0,0,0
33069,0,0,0
5319,0,0,0
50846,0,0,0
8983,0,0,0
36577,0,0,0
13704,0,0,0
31894,0,0,0
48136,0,0,0
35859,0,1,0
55728,1,0,0
18607,0,0,0
15254,0,0,0
19640,0,0,0
15033,0,0,0
29836,0,0,1
24290,0,0,0
15065,0,0,0
25462,0,0,0
94027,1,0,0
20400,0,0,1
56258,1,0,0
49870,0,1,0
39359,0,0,0
82899,0,0,1
16333,0,0,0
43913,0,0,0
31868,0,0,0
10798,0,0,1
58943,1,0,0
31159,0,0,0
48467,0,0,0
39240,0,0,0
49240,1,0,0
56527,1,0,0
28397,0,0,0
17899,0,0,1
32630,0,0,1
35583,0,0,0
38187,0,0,0
19623,0,0,0
21416,0,0,0
12811,0,0,0
13322,0,0,0
49448,1,0,0
54859,1,0,0
1607,0,0,0
59240,1,0,0
49387,0,0,0
37926,0,1,0
69249,1,0,0
17637,0,0,0
5626,0,0,0
55370,1,0,0
52641,1,0,0
41795,0,1,0
17024,0,0,0
45025,1,0,0
5324,0,0,0
24658,0,0,1
49820,1,0,0
25402,0,0,1
21404,0,0,0
1192,0,0,0
22312,0,0,0
28259,0,0,0
51440,1,0,0
49593,0,0,0
6330,0,0,0
53415,1,0,0
38406,0,0,0
16395,0,0,0
19682,0,0,1
15394,0,0,0
24646,0,0,0
16705,0,0,1
21642,0,0,0
23926,0,1,0
18487,0,0,0
14102,0,0,0
6633,0,0,0
32634,0,1,0
6628,0,0,0
22766,0,1,0
4770,0,0,0
38249,0,0,0
79547,1,0,0
15825,0,1,0
663,0,0,1
19456,0,0,0
101881,1,0,0
42142,0,0,0
90078,1,0,0
36524,0,0,0
931,0,0,1
40205,0,0,0
4890,0,0,0
11628,0,0,0
54533,0,0,0
54382,1,0,0
62092,1,0,0
6880,0,1,0
26677,0,1,0
27014,0,1,0
61671,0,0,0
40533,0,0,0
83809,1,0,0
24092,0,1,0
5549,0,1,0
33249,0,0,0
51469,0,0,0
7521,0,0,0
2418,0,0,1
57672,0,0,0
25159,0,1,0
34895,0,0,0
25187,0,0,0
11654,0,0,0
22592,0,0,0
13252,0,0,0
104959,0,1,0
6566,0,0,0
32597,0,0,0
4085,0,0,0
30444,0,0,0
37739,0,0,0
61690,1,0,0
49337,1,0,0
54848,0,1,0
36111,0,0,0
49309,0,0,1
13007,0,0,0
47464,1,0,0
30102,0,0,0
59043,1,0,0
49983,1,0,0
30584,0,0,0
34658,0,0,0
55930,1,0,0
61594,1,0,0
60103,1,0,0
7200,0,0,0
35314,0,0,0
10105,0,0,1
43725,0,1,0
45474,0,0,0
49824,1,0,0
23644,0,0,0
47771,0,0,0
5956,0,0,0
13964,0,0,0
23170,0,0,0
25352,0,0,0
13338,0,0,0
45783,0,1,0
2605,0,0,0
47278,1,0,0
24694,0,0,0
49293,1,0,0
1071,0,0,0
49418,0,0,0
40360,0,0,0
34737,0,1,0
16695,0,0,0
58456,1,0,0
53226,1,0,0
40524,0,0,0
60877,1,0,0
23778,0,0,0
1893,0,0,1
32988,0,0,0
73798,1,0,0
36208,0,0,1
20776,0,0,0
52777,1,0,0
50676,0,0,0
20570,0,0,0
49188,0,0,0
11395,0,1,0
20631,0,0,0
80240,1,0,0
61458,1,0,0
19214,0,0,0
45843,1,0,0
67667,1,0,0
59723,1,0,0
39296,0,0,0
59897,1,0,0
2487,0,0,1
21588,0,0,0
25455,0,0,0
57586,1,0,0
46404,0,0,0
14095,0,0,0
27800,0,1,0
100914,1,0,0
60385,1,0,0
10552,0,0,0
41878,0,0,0
60929,1,0,0
30226,0,0,0
89697,1,0,0
25301,0,0,0
61538,1,0,0
40837,0,0,0
64637,1,0,0
45480,1,0,0
56837,1,0,0
30386,0,0,0
101794,1,0,0
46960,0,0,0
86462,1,0,0
10798,0,0,1
8678,0,0,0
64224,0,0,1
41191,0,0,0
54022,0,0,0
5956,0,0,0
14913,0,1,0
57592,1,0,0
43719,0,1,0
62560,1,0,0
41569,0,0,0
10470,0,0,0
61402,1,0,0
9615,0,0,1
67345,1,0,0
60298,1,0,0
59695,1,0,0
15451,0,0,0
32509,0,0,0
5711,0,1,0
40627,0,0,0
49424,0,0,0
8863,0,0,0
15113,0,0,0
14238,0,0,0
49105,0,0,0
7289,0,1,0
23546,0,0,0
47070,1,0,0
50337,0,1,0
24914,0,0,0
30646,0,0,0
6416,0,0,0
59034,1,0,0
18463,0,0,0
25630,0,0,0
52155,0,0,0
34429,0,0,1
61536,1,0,0
56962,1,0,0
54658,1,0,0
62349,0,0,0
45630,1,0,0
40063,0,0,0
8158,0,0,0
48833,1,0,0
35479,0,0,0
45170,1,0,0
18046,0,0,0
60061,1,0,0
107860,1,0,0
60067,1,0,0
36050,0,0,0
40169,0,0,0
26486,0,0,0
46414,0,0,0
18229,0,0,0
43347,0,0,0
22420,0,0,0
22557,0,0,0
4903,0,0,0
54155,0,0,1
27341,0,0,0
12953,0,0,0
36253,0,0,0
13762,0,0,0
56548,1,0,0
11005,0,0,0
7704,0,0,0
55190,0,0,0
49028,0,0,0
46049,1,0,0
50961,1,0,0
260,0,0,0
8406,0,0,0
50491,1,0,0
62553,0,0,0
47264,0,0,0
39982,0,0,0
19071,0,0,0
23817,0,0,0
17184,0,0,1
58377,1,0,0
19452,0,0,0
8355,0,1,0
44585,0,0,0
57742,1,0,0
31879,0,0,0
46990,1,0,0
36048,0,0,0
6562,0,1,0
8383,0,0,0
1680,0,0,0
4723,0,0,0
56924,1,0,0
29925,0,0,0
38064,0,0,0
53523,1,0,0
35757,0,0,0
60518,1,0,0
34103,0,0,0
56807,1,0,0
13581,0,0,0
39872,0,0,0
33032,0,1,0
18354,0,0,0
25181,0,0,0
30084,0,0,0
6494,0,1,0
3807,0,0,0
28103,0,0,0
93496,1,0,0
16484,0,0,0
20425,0,1,0
57107,1,0,0
7232,0,0,0
607,0,0,0
44342,1,0,0
34314,0,0,0
46151,0,0,1
11966,0,0,0
50336,1,0,0
16312,0,1,0
20624,0,0,0
37901,0,1,0
40191,0,0,0
58335,1,0,0
20842,0,0,0
5448,0,1,0
17849,0,0,0
16257,0,0,0
53706,1,0,0
57929,1,0,0
3340,0,0,0
47454,0,1,0
21081,0,0,0
38178,0,0,0
3292,0,0,0
5227,0,0,0
31483,0,1,0
22994,0,0,0
14769,0,0,0
82840,1,0,0
57124,1,0,0
44712,1,0,0
62127,1,0,0
340,0,0,0
62171,0,0,0
46225,1,0,0
46036,0,0,0
57783,0,0,0
39368,0,1,0
24309,0,0,0
58533,1,0,0
25654,0,0,0
57642,1,0,0
45103,0,1,0
49975,1,0,0
18731,0,0,0
6847,0,0,0
84049,1,0,0
36289,0,0,0
27498,0,0,0
36052,0,1,0
62091,1,0,0
16591,0,0,0
10700,0,0,0
54360,1,0,0
42354,0,0,0
4066,0,1,0
39039,0,0,0
36338,0,0,0
2755,0,0,0
35874,0,0,0
28242,0,0,0
5855,0,0,0
8099,0,0,0
23640,0,0,0
7169,0,0,0
6424,0,0,0
61965,1,0,0
60382,1,0,0
29396,0,0,0
49803,1,0,0
69086,1,0,0
22139,0,0,0
27370,0,1,0
32803,0,0,0
62155,0,0,0
19054,0,1,0
35318,0,0,0
21119,0,0,0
60134,1,0,0
62500,0,0,1
33041,0,1,0
45838,1,0,0
38404,0,0,0
38106,0,0,0
4393,0,1,0
17701,0,0,0
57703,1,0,0
11900,0,0,0
4885,0,0,0
61491,1,0,0
23551,0,0,0
39713,0,0,0
60893,1,0,0
62909,0,0,0
32261,0,0,1
58576,1,0,0
55267,0,0,0
17789,0,0,0
30932,0,0,0
17635,0,0,0
25002,0,0,0
17952,0,0,0
40860,0,0,0
25780,0,0,1
37885,0,0,0
19500,0,0,0
7477,0,0,0
40493,0,0,0
17574,0,0,0
47407,1,0,0
1655,0,0,0
33968,0,0,0
44373,1,0,0
45174,1,0,0
4670,0,0,0
1342,0,0,0
56134,1,0,0
46468,1,0,0
1817,0,1,0
35943,0,0,0
3362,0,0,0
48494,1,0,0
21866,0,0,0
21327,0,0,0
60382,1,0,0
4331,0,0,0
53921,0,0,0
41247,0,0,0
62925,1,0,0
8105,0,0,0
48007,1,0,0
56624,1,0,0
98078,1,0,0
57685,0,0,0
50469,0,0,0
52924,0,0,0
51510,0,0,0
18559,0,0,0
24257,0,0,0
51299,1,0,0
23275,0,0,0
50892,1,0,0
39243,0,0,0
40174,0,0,0
50445,1,0,0
26501,0,1,0
34114,0,0,0
55704,1,0,0
26893,0,0,1
35063,0,1,0
38730,0,0,0
11557,0,0,0
25611,0,0,0
45506,0,0,0
29539,0,0,0
43320,0,1,0
7182,0,0,0
8080,0,0,0
47082,1,0,0
36095,0,0,0
22320,0,0,0
2010,0,0,0
55271,1,0,0
30589,1,0,0
42482,0,0,0
52544,1,0,0
5969,0,0,0
25778,0,0,0
4302,0,0,0
86597,1,0,0
30196,0,0,0
15735,0,0,0
35174,0,0,0
40146,0,0,0
45181,0,0,0
14255,0,0,0
5762,0,0,0
39675,0,0,0
56114,1,0,0
3561,0,0,0
7402,0,0,0
6610,0,0,0
10979,0,0,0
88919,1,0,0
23920,0,0,0
15826,0,0,0
34840,0,0,0
19691,0,0,0
35372,0,0,0
23291,0,0,0
4411,0,0,0
62701,0,0,0
15414,0,0,0
31051,0,1,0
24079,0,0,0
40264,0,0,0
46279,1,0,0
55973,1,0,0
32943,0,1,0
25363,0,0,0
43730,0,0,0
59422,1,0,0
90674,1,0,0
94035,1,0,0
45108,1,0,0
10373,0,1,0
42978,0,0,0
58989,0,0,0
14576,0,0,0
39429,0,0,0
84722,1,0,0
56527,1,0,0
5981,0,0,0
3102,0,0,0
7167,0,0,0
23931,0,1,0
109671,1,0,0
51830,1,0,0
27359,0,0,0
22517,0,1,0
42267,0,0,0
40170,0,0,0
60367,1,0,0
54986,1,0,0
13871,0,0,0
29654,0,0,0
60310,1,0,0
3963,0,0,0
21407,0,0,0
60432,1,0,0
25363,0,0,0
34441,0,0,0
6320,0,0,0
50917,1,0,0
24859,0,0,0
36644,0,0,0
37449,0,0,0
98799,1,0,0
35698,0,0,0
39313,0,0,0
2895,0,0,0
56120,1,0,0
33794,0,0,0
22333,0,1,0
5974,0,0,0
31126,0,0,0
25686,0,0,0
48671,0,1,0
12116,0,1,0
26078,0,0,0
40392,0,0,0
4891,0,1,0
27960,0,1,0
31263,0,0,0
36811,0,1,0
49424,0,0,0
42378,0,0,0
40627,0,0,0
55811,1,0,0
61307,1,0,0
28762,0,0,0
51578,1,0,0
15277,0,0,0
9529,0,0,0
34677,0,0,0
20897,0,0,0
61304,1,0,0
115709,1,0,0
32590,0,0,0
4362,0,0,0
59597,0,0,0
61877,1,0,0
24524,0,0,0
3441,0,0,0
32231,0,1,0
22052,0,0,0
9239,0,1,0
53342,1,0,0
26842,0,0,0
33981,0,0,0
48856,1,0,0
155,0,1,0
42009,0,0,0
37501,0,0,0
19108,0,0,1
44888,0,0,0
14993,0,0,0
765,0,0,0
51026,1,0,0
34267,0,0,0
10017,0,0,1
53124,1,0,0
31535,0,0,1
30818,0,0,0
53170,0,0,0
1143,0,0,0
10584,0,0,0
65164,1,0,0
31256,0,0,0
93099,1,0,0
27309,0,0,0
56642,1,0,0
3192,0,0,0
33788,0,0,0
56772,1,0,0
7259,0,0,0
37786,0,0,0
40641,0,0,0
6984,0,0,1
43213,1,0,0
26183,0,1,0
9487,0,0,0
80117,1,0,0
59276,1,0,0
35079,0,0,0
5135,0,1,0
50817,0,0,0
332,0,0,0
11877,0,1,0
43265,0,0,0
56318,1,0,0
21436,0,0,0
60863,1,0,0
46482,0,0,0
17640,0,0,0
35549,0,1,0
45749,0,0,0
2691,0,0,1
6014,0,0,0
21010,0,0,0
60897,1,0,0
4584,0,0,0
25476,0,0,0
20305,0,0,0
38668,0,0,0
2306,0,0,0
46070,0,0,0
93800,1,0,0
60671,0,0,0
38284,0,0,1
46665,1,0,0
70108,1,0,0
30775,0,0,0
17199,0,1,0
49178,0,0,1
100544,1,0,0
34639,0,0,0
43209,1,0,0
13145,0,0,0
25328,0,0,0
54027,0,0,0
19271,0,0,0
5011,0,0,0
31851,0,0,0
53960,0,0,0
28763,0,0,0
29713,0,0,0
109007,1,0,0
21751,0,0,0
4176,0,0,0
21688,0,0,0
16217,0,0,0
44197,0,0,0
41968,0,0,0
12831,0,0,0
50525,1,0,0
21970,0,0,0
40551,0,0,0
12698,0,0,0
57620,1,0,0
7849,0,0,0
44073,0,0,0
10989,0,0,0
9070,0,0,0
34942,0,0,0
33718,1,0,0
22232,0,0,0
55222,1,0,0
20678,0,0,0
17489,0,0,0
33098,0,0,0
5510,0,0,0
42667,1,0,0
100766,1,0,0
30386,0,0,0
14651,0,0,0
72044,1,0,0
17640,0,0,0
53251,1,0,0
7320,0,0,0
62127,1,0,0
15668,0,1,0
8468,0,0,0
60582,1,0,0
40297,0,0,0
19707,0,0,1
58829,0,0,0
29766,0,0,0
6424,0,0,0
27775,0,0,0
12958,0,0,0
54569,1,0,0
37001,0,1,0
21470,0,1,0
29318,0,0,0
18783,0,0,0
53745,1,0,0
4379,0,0,0
62288,0,0,0
20501,0,0,0
22346,0,1,0
37414,0,1,0
1105,0,1,0
41282,0,0,0
6961,0,0,0
44758,0,0,0
28404,0,0,0
15185,0,0,0
53453,1,0,0
59655,1,0,0
49795,0,0,0
14960,0,0,0
34065,0,1,0
10634,0,0,0
55963,1,0,0
27247,0,0,0
45819,0,0,0
33752,0,0,0
42166,1,0,0
24783,0,1,0
44713,1,0,0
103151,1,0,0
48350,1,0,0
30447,0,0,0
29303,0,0,0
38586,0,1,0
58141,1,0,0
36667,0,0,0
22010,0,0,0
45353,0,0,0
7584,0,0,0
6964,0,0,0
54542,1,0,0
52470,1,0,0
56266,1,0,0
48100,0,0,0
31831,0,0,0
47743,1,0,0
49683,0,0,0
46209,1,0,0
12990,0,0,0
31128,0,0,0
29678,0,0,0
55858,1,0,0
35071,0,0,0
44947,0,0,0
60524,1,0,0
23936,0,0,0
33827,1,0,0
50383,0,0,0
20156,0,0,0
60033,1,0,0
32766,0,0,0
53012,1,0,0
8218,0,0,0
2611,0,0,0
62876,1,0,0
30337,0,0,0
62214,1,0,0
41349,0,0,0
4290,0,0,0
58177,1,0,0
5938,0,0,0
20917,0,0,0
39519,0,0,0
46139,0,0,1
38062,0,0,0
11696,0,1,0
33856,1,0,0
15189,0,0,0
1437,0,0,1
42776,1,0,0
24159,0,0,0
61496,1,0,0
3655,0,0,0
54984,1,0,0
35377,0,0,0
60737,1,0,0
33383,0,0,0
55402,0,0,0
46785,1,0,0
13726,0,0,0
48744,1,0,0
29330,0,0,0
25564,0,0,0
110243,1,0,0
9999,0,0,0
36909,0,0,0
61017,1,0,0
54824,0,0,0
6447,0,0,0
21761,0,0,0
32716,0,0,0
56902,1,0,0
21589,0,0,0
45902,1,0,0
25018,0,0,0
23942,0,0,0
32546,0,0,0
9616,0,0,0
33698,0,0,1
11381,0,0,0
11425,0,0,0
62813,1,0,0
21664,0,0,0
33488,0,0,0
31270,0,0,0
38001,0,0,1
44177,1,0,0
53169,0,1,0
55598,1,0,0
3316,0,0,0
41542,0,0,0
57971,1,0,0
15547,0,0,0
44546,1,0,0
60607,1,0,0
16958,0,0,0
7836,0,0,0
20061,0,0,0
115059,1,0,0
22332,0,1,0
51737,1,0,0
54594,1,0,0
16787,0,0,0
26360,0,0,0
15814,0,1,0
54337,1,0,0
43667,1,0,0
47154,1,0,0
34289,0,1,0
61014,1,0,0
49297,1,0,0
560,0,0,0
4035,0,0,0
30661,0,0,0
6327,0,0,0
34982,0,0,0
21723,0,0,0
62851,1,0,0
49482,0,0,0
18865,0,0,0
9554,0,0,0
21059,0,0,0
57047,1,0,0
52535,0,0,0
40433,0,0,0
43422,0,0,0
8177,0,1,0
56209,1,0,0
34443,0,0,0
15991,0,0,0
107220,1,0,0
47441,1,0,0
41468,0,0,0
38673,0,0,0
25366,0,0,0
56510,1,0,0
3779,0,0,0
31523,0,0,0
6890,0,0,0
109568,1,0,0
22445,0,0,0
40588,0,0,0
59246,1,0,0
22454,0,0,0
45599,0,0,0
48154,0,1,0
30595,0,0,0
26863,0,0,0
56456,1,0,0
46501,1,0,0
36857,0,1,0
4577,0,0,0
2435,0,0,0
17394,0,0,0
47251,1,0,0
24696,0,0,0
55219,1,0,0
7243,0,0,0
50153,1,0,0
42809,0,0,0
45822,1,0,0
81764,1,0,0
3136,0,1,0
56659,1,0,0
46714,1,0,0
7441,0,0,0
1773,0,0,0
19562,0,1,0
70296,1,0,0
1495,0,0,0
3202,0,1,0
45011,0,0,0
21271,0,0,0
41707,0,0,0
37760,0,1,0
39915,0,0,0
33448,0,0,0
59646,0,0,0
50784,0,0,0
9143,0,0,0
1327,0,0,0
35717,0,0,1
47468,0,0,0
62389,0,0,0
42591,0,0,0
60461,1,0,0
5714,0,0,0
31927,0,0,1
41751,0,0,0
46742,1,0,0
20352,0,0,0
30023,0,0,0
43119,0,0,0
68799,1,0,0
14881,0,0,0
4547,0,0,0
30170,0,1,0
22276,0,0,0
54915,0,0,0
47640,1,0,0
9369,0,0,0
7818,0,0,0
105527,1,0,0
5671,0,0,0
25783,0,0,0
38756,0,0,0
18284,0,0,0
46169,1,0,0
22497,0,1,0
33957,0,0,0
31139,0,0,0
10878,0,1,0
12277,0,0,1
32101,0,0,0
3819,0,0,0
11491,0,0,0
47014,1,0,0
55149,1,0,0
58915,0,0,0
25945,0,0,0
23880,0,0,0
45945,1,0,0
46148,1,0,0
8276,0,0,0
53726,1,0,0
80986,1,0,0
35131,0,0,0
56717,1,0,0
3323,0,0,0
3590,0,0,0
11351,0,0,0
45508,0,0,0
3217,0,0,0
20890,0,0,0
18751,0,0,1
38046,0,0,0
20879,0,0,0
22316,0,0,0
9524,0,0,1
34656,0,0,0
55740,1,0,0
728,0,0,0
8718,0,0,0
30356,0,0,0
11631,0,0,0
17507,0,0,0
21310,0,1,0
6464,0,0,0
51881,1,0,0
20840,0,0,0
59408,0,0,0
44538,0,0,0
16176,0,0,0
41421,0,1,0
7064,0,1,0
4487,0,0,0
3648,0,0,0
22290,0,1,0
60732,1,0,0
33800,0,0,0
55203,1,0,0
28639,0,0,0
43595,0,0,0
38784,0,1,0
33754,0,0,0
30484,0,1,0
40709,0,1,0
50310,1,0,0
10691,0,1,0
37976,0,0,0
5897,0,0,0
23865,0,0,0
1016,0,0,0
43851,0,1,0
18712,0,0,0
43897,1,0,0
41435,0,0,0
234,0,0,0
15104,0,0,0
10386,0,0,0
40245,0,0,0
6410,0,0,0
34984,0,0,0
57920,1,0,0
18143,0,1,0
65283,1,0,0
30221,0,1,0
109032,1,0,0
9691,0,0,0
80855,1,0,0
18218,0,0,0
31643,0,0,0
41366,0,0,0
14055,0,0,0
19965,0,0,0
17519,0,0,0
26188,0,1,0
22212,0,0,0
38769,0,0,0
10313,0,1,0
3594,0,0,0
59574,1,0,0
48161,1,0,0
17657,0,0,0
25042,0,0,0
62003,0,0,0
8536,0,0,0
7347,0,0,0
83753,1,0,0
94611,1,0,0
54658,1,0,0
27819,0,0,0
4810,0,0,0
34118,0,0,0
43141,0,0,0
1330,0,0,0
36608,0,0,0
31475,0,0,0
38413,0,1,0
39482,0,0,0
30279,0,0,0
55164,1,0,0
48968,1,0,0
66358,1,0,0
28999,0,1,0
40336,0,0,0
